event_date,campaign_id,track_id,listener_segment,country,impressions,streams,saves,playlist_adds,repeat_listeners,skips
2026-06-10,C001,T002,Lapsed listener,Canada,2507,412,43,24,87,90
2026-06-10,C001,T002,Lapsed listener,Mexico,1165,201,21,12,40,38
2026-06-11,C001,T002,New listener,US,4766,710,55,32,76,165
2026-06-11,C001,T002,New listener,Canada,2552,374,32,17,47,93
2026-06-11,C001,T002,New listener,Mexico,1810,258,20,12,27,66
2026-06-11,C001,T002,Casual listener,US,3303,560,56,36,100,121
2026-06-11,C001,T002,Casual listener,Canada,2871,428,48,25,78,96
2026-06-11,C001,T002,Casual listener,Mexico,2369,385,44,25,68,87
2026-06-11,C001,T002,Existing fan,US,7844,1494,251,121,368,252
2026-06-11,C001,T002,Existing fan,Canada,2454,448,66,37,125,70
2026-06-11,C001,T002,Existing fan,Mexico,1348,247,35,19,62,37
2026-06-11,C001,T002,Lapsed listener,US,8247,1238,130,71,225,242
2026-06-11,C001,T002,Lapsed listener,Canada,2318,378,43,22,69,77
2026-06-11,C001,T002,Lapsed listener,Mexico,2449,452,46,28,89,93
2026-06-12,C001,T002,New listener,US,5896,802,65,41,101,197
2026-06-12,C001,T002,New listener,Canada,2733,419,37,20,47,102
2026-06-12,C001,T002,New listener,Mexico,1765,242,20,11,26,58
2026-06-12,C001,T002,Casual listener,US,3425,607,64,39,106,137
2026-06-12,C001,T002,Casual listener,Canada,1000,164,16,9,25,35
2026-06-12,C001,T002,Casual listener,Mexico,1218,191,19,12,31,45
2026-06-12,C001,T002,Existing fan,US,6666,1216,173,90,324,210
2026-06-12,C001,T002,Existing fan,Canada,1997,361,51,32,86,51
2026-06-12,C001,T002,Existing fan,Mexico,1328,238,33,18,58,38
2026-06-12,C001,T002,Lapsed listener,US,8236,1522,170,86,290,322
2026-06-12,C001,T002,Lapsed listener,Canada,1115,198,20,11,39,44
2026-06-12,C001,T002,Lapsed listener,Mexico,2342,407,50,23,83,77
2026-06-13,C001,T002,New listener,US,4541,587,51,30,71,132
2026-06-13,C001,T002,New listener,Canada,2715,414,33,19,48,101
2026-06-13,C001,T002,New listener,Mexico,1565,197,16,9,23,46
2026-06-13,C001,T002,Casual listener,US,6854,1143,119,72,215,238
2026-06-13,C001,T002,Casual listener,Canada,2614,442,46,28,77,93
2026-06-13,C001,T002,Casual listener,Mexico,1279,219,21,14,35,47
2026-06-13,C001,T002,Existing fan,US,8459,1706,256,139,436,268
2026-06-13,C001,T002,Existing fan,Canada,1949,405,60,35,111,60
2026-06-13,C001,T002,Existing fan,Mexico,576,112,16,8,29,17
2026-06-13,C001,T002,Lapsed listener,US,4514,787,91,46,163,150
2026-06-13,C001,T002,Lapsed listener,Canada,1467,239,25,14,45,50
2026-06-13,C001,T002,Lapsed listener,Mexico,1572,257,30,14,52,50
2026-06-14,C001,T002,New listener,US,4481,599,51,27,74,159
2026-06-14,C001,T002,New listener,Canada,1291,171,14,7,20,44
2026-06-14,C001,T002,New listener,Mexico,2252,305,23,13,34,69
2026-06-14,C001,T002,Casual listener,US,2033,339,33,18,53,71
2026-06-14,C001,T002,Casual listener,Canada,1084,178,19,9,27,37
2026-06-14,C001,T002,Casual listener,Mexico,1911,299,29,16,56,65
2026-06-14,C001,T002,Existing fan,US,2562,485,69,40,117,71
2026-06-14,C001,T002,Existing fan,Canada,2616,562,80,43,150,87
2026-06-14,C001,T002,Existing fan,Mexico,2250,466,68,38,122,72
2026-06-14,C001,T002,Lapsed listener,US,7960,1484,161,90,296,323
2026-06-14,C001,T002,Lapsed listener,Canada,1371,235,25,12,43,49
2026-06-14,C001,T002,Lapsed listener,Mexico,980,144,16,8,27,28
2026-06-15,C001,T002,New listener,US,4651,697,57,34,90,180
2026-06-15,C001,T002,New listener,Canada,2623,389,35,18,46,98
2026-06-15,C001,T002,New listener,Mexico,1254,193,14,8,22,49
2026-06-15,C001,T002,Casual listener,US,7511,1314,137,79,218,281
2026-06-15,C001,T002,Casual listener,Canada,1545,245,25,13,38,52
2026-06-15,C001,T002,Casual listener,Mexico,1412,230,22,13,41,53
2026-06-15,C001,T002,Existing fan,US,7690,1652,282,139,417,236
2026-06-15,C001,T002,Existing fan,Canada,1216,234,37,20,58,37
2026-06-15,C001,T002,Existing fan,Mexico,1886,406,62,32,103,58
2026-06-15,C001,T002,Lapsed listener,US,3433,549,64,31,117,121
2026-06-15,C001,T002,Lapsed listener,Canada,2489,369,38,20,66,80
2026-06-15,C001,T002,Lapsed listener,Mexico,1950,350,35,22,68,66
2026-06-16,C001,T002,New listener,US,6783,938,81,46,117,216
2026-06-16,C001,T002,New listener,Canada,2407,313,24,16,37,69
2026-06-16,C001,T002,New listener,Mexico,2143,328,28,15,35,78
2026-06-16,C001,T002,Casual listener,US,3942,700,80,42,111,163
2026-06-16,C001,T002,Casual listener,Canada,2240,393,39,24,66,85
2026-06-16,C001,T002,Casual listener,Mexico,1774,264,28,15,49,57
2026-06-16,C001,T002,Existing fan,US,3090,651,96,56,169,111
2026-06-16,C001,T002,Existing fan,Canada,2271,415,58,35,117,66
2026-06-16,C001,T002,Existing fan,Mexico,1821,384,59,31,98,63
2026-06-16,C001,T002,Lapsed listener,US,5417,894,97,49,181,188
2026-06-16,C001,T002,Lapsed listener,Canada,1369,248,27,14,48,55
2026-06-16,C001,T002,Lapsed listener,Mexico,1527,247,28,15,53,51
2026-06-17,C001,T002,New listener,US,2061,268,24,12,29,70
2026-06-17,C001,T002,New listener,Canada,900,129,10,6,15,32
2026-06-17,C001,T002,New listener,Mexico,884,113,9,5,13,27
2026-06-17,C001,T002,Casual listener,US,2466,425,48,27,71,89
2026-06-17,C001,T002,Casual listener,Canada,2137,370,35,20,65,87
2026-06-17,C001,T002,Casual listener,Mexico,1076,181,18,10,32,42
2026-06-17,C001,T002,Existing fan,US,5870,1047,156,77,267,150
2026-06-17,C001,T002,Existing fan,Canada,1724,324,46,26,86,54
2026-06-17,C001,T002,Existing fan,Mexico,925,165,26,13,45,25
2026-06-17,C001,T002,Lapsed listener,US,7177,1095,122,61,203,205
2026-06-17,C001,T002,Lapsed listener,Canada,2064,377,44,20,72,75
2026-06-17,C001,T002,Lapsed listener,Mexico,2021,321,39,19,62,64
2026-06-18,C001,T002,New listener,US,5154,799,61,37,92,187
2026-06-18,C001,T002,New listener,Canada,1476,186,16,8,19,48
2026-06-18,C001,T002,New listener,Mexico,589,92,8,4,11,23
2026-06-18,C001,T002,Casual listener,US,3751,611,62,38,108,138
2026-06-18,C001,T002,Casual listener,Canada,987,161,18,10,26,34
2026-06-18,C001,T002,Casual listener,Mexico,1938,298,29,19,49,64
2026-06-18,C001,T002,Existing fan,US,3484,616,96,55,164,105
2026-06-18,C001,T002,Existing fan,Canada,1072,195,32,15,54,32
2026-06-18,C001,T002,Existing fan,Mexico,1326,275,42,20,76,40
2026-06-18,C001,T002,Lapsed listener,US,5269,978,117,56,202,183
2026-06-18,C001,T002,Lapsed listener,Canada,2221,337,37,21,62,68
2026-06-18,C001,T002,Lapsed listener,Mexico,1409,213,22,11,44,44
2026-06-19,C001,T002,New listener,US,6980,931,70,47,119,219
2026-06-19,C001,T002,New listener,Canada,1769,229,17,9,29,51
2026-06-19,C001,T002,New listener,Mexico,1029,160,12,7,19,41
2026-06-19,C001,T002,Casual listener,US,6366,992,110,56,168,199
2026-06-19,C001,T002,Casual listener,Canada,2012,328,37,19,58,67
2026-06-19,C001,T002,Casual listener,Mexico,1546,272,30,15,48,60
2026-06-19,C001,T002,Existing fan,US,4768,827,122,74,238,138
2026-06-19,C001,T002,Existing fan,Canada,821,165,26,13,39,27
2026-06-19,C001,T002,Existing fan,Mexico,1051,227,37,17,64,36
2026-06-19,C001,T002,Lapsed listener,US,6772,1053,127,60,191,236
2026-06-19,C001,T002,Lapsed listener,Canada,556,87,10,5,17,19
2026-06-19,C001,T002,Lapsed listener,Mexico,722,125,12,6,25,24
2026-06-20,C001,T002,New listener,US,4327,547,43,24,64,123
2026-06-20,C001,T002,New listener,Canada,715,101,8,4,11,24
2026-06-20,C001,T002,New listener,Mexico,541,81,7,4,9,20
2026-06-20,C001,T002,Casual listener,US,1829,260,27,15,46,56
2026-06-20,C001,T002,Casual listener,Canada,1819,259,25,16,40,54
2026-06-20,C001,T002,Casual listener,Mexico,1837,295,30,19,51,63
2026-06-20,C001,T002,Existing fan,US,6732,1283,211,96,350,217
2026-06-20,C001,T002,Existing fan,Canada,2131,435,63,35,108,66
2026-06-20,C001,T002,Existing fan,Mexico,1521,287,46,22,73,42
2026-06-20,C001,T002,Lapsed listener,US,2866,499,56,27,89,102
2026-06-20,C001,T002,Lapsed listener,Canada,1613,289,32,17,57,58
2026-06-20,C001,T002,Lapsed listener,Mexico,729,119,14,7,22,26
2026-06-21,C001,T002,New listener,US,1943,309,26,14,37,71
2026-06-21,C001,T002,New listener,Canada,1874,250,19,12,28,64
2026-06-21,C001,T002,New listener,Mexico,1756,234,19,11,29,58
2026-06-21,C001,T002,Casual listener,US,6129,863,99,55,142,176
2026-06-21,C001,T002,Casual listener,Canada,1386,242,24,13,38,54
2026-06-21,C001,T002,Casual listener,Mexico,586,85,9,4,15,17
2026-06-21,C001,T002,Existing fan,US,4995,958,138,75,244,164
2026-06-21,C001,T002,Existing fan,Canada,2195,383,54,29,103,62
2026-06-21,C001,T002,Existing fan,Mexico,1056,202,30,16,52,30
2026-06-21,C001,T002,Lapsed listener,US,5762,872,97,49,176,180
2026-06-21,C001,T002,Lapsed listener,Canada,1384,205,22,12,36,40
2026-06-21,C001,T002,Lapsed listener,Mexico,914,162,19,9,29,33
2026-06-22,C001,T002,New listener,US,4937,651,52,32,77,170
2026-06-22,C001,T002,New listener,Canada,1469,188,16,8,20,49
2026-06-22,C001,T002,New listener,Mexico,1117,162,13,8,18,36
2026-06-22,C001,T002,Casual listener,US,1640,289,28,19,49,65
2026-06-22,C001,T002,Casual listener,Canada,1490,213,24,12,37,46
2026-06-22,C001,T002,Casual listener,Mexico,1304,225,25,12,41,45
2026-06-22,C001,T002,Existing fan,US,2390,466,68,40,119,80
2026-06-22,C001,T002,Existing fan,Canada,904,164,23,12,44,27
2026-06-22,C001,T002,Existing fan,Mexico,582,104,17,8,28,17
2026-06-22,C001,T002,Lapsed listener,US,5084,885,107,54,190,177
2026-06-22,C001,T002,Lapsed listener,Canada,1365,208,21,12,39,41
2026-06-22,C001,T002,Lapsed listener,Mexico,538,86,8,5,15,17
2026-06-23,C001,T002,New listener,US,3673,472,42,24,57,115
2026-06-23,C001,T002,New listener,Canada,1715,250,22,12,27,66
2026-06-23,C001,T002,New listener,Mexico,1651,244,19,11,27,54
2026-06-23,C001,T002,Casual listener,US,2239,382,43,25,60,86
2026-06-23,C001,T002,Casual listener,Canada,590,88,9,5,15,17
2026-06-23,C001,T002,Casual listener,Mexico,1216,212,21,13,37,42
2026-06-23,C001,T002,Existing fan,US,4046,702,100,59,177,115
2026-06-23,C001,T002,Existing fan,Canada,2087,441,66,36,108,67
2026-06-23,C001,T002,Existing fan,Mexico,1258,222,35,16,59,35
2026-06-23,C001,T002,Lapsed listener,US,3997,717,83,45,147,154
2026-06-23,C001,T002,Lapsed listener,Canada,1885,283,33,16,50,56
2026-06-23,C001,T002,Lapsed listener,Mexico,869,139,16,7,29,26
2026-06-24,C001,T002,New listener,US,3637,563,42,28,71,148
2026-06-24,C001,T002,New listener,Canada,570,84,7,4,10,19
2026-06-24,C001,T002,New listener,Mexico,773,119,10,6,13,28
2026-06-24,C001,T002,Casual listener,US,4510,693,76,46,122,159
2026-06-24,C001,T002,Casual listener,Canada,1632,242,24,16,44,57
2026-06-24,C001,T002,Casual listener,Mexico,801,123,14,8,21,25
2026-06-24,C001,T002,Existing fan,US,4291,832,127,63,207,133
2026-06-24,C001,T002,Existing fan,Canada,1118,193,29,15,55,31
2026-06-24,C001,T002,Existing fan,Mexico,1486,312,46,26,78,53
2026-06-24,C001,T002,Lapsed listener,US,2509,452,46,29,94,101
2026-06-24,C001,T002,Lapsed listener,Canada,541,88,9,5,16,16
2026-06-24,C001,T002,Lapsed listener,Mexico,866,128,15,8,25,28
2026-06-25,C001,T002,New listener,US,2368,301,27,14,38,77
2026-06-25,C001,T002,New listener,Canada,1637,231,17,10,26,60
2026-06-25,C001,T002,New listener,Mexico,1513,239,20,11,30,55
2026-06-25,C001,T002,Casual listener,US,2252,319,33,20,54,64
2026-06-25,C001,T002,Casual listener,Canada,1714,278,26,16,45,56
2026-06-25,C001,T002,Casual listener,Mexico,1266,177,18,10,28,40
2026-06-25,C001,T002,Existing fan,US,5218,1127,160,92,299,194
2026-06-25,C001,T002,Existing fan,Canada,1851,317,52,23,82,48
2026-06-25,C001,T002,Existing fan,Mexico,412,77,10,5,21,11
2026-06-25,C001,T002,Lapsed listener,US,5649,996,108,53,196,219
2026-06-25,C001,T002,Lapsed listener,Canada,899,161,18,10,31,31
2026-06-25,C001,T002,Lapsed listener,Mexico,657,98,11,5,18,18
2026-06-26,C001,T002,New listener,US,2748,429,34,19,50,111
2026-06-26,C001,T002,New listener,Canada,1603,215,18,9,24,55
2026-06-26,C001,T002,New listener,Mexico,1036,140,12,6,16,33
2026-06-26,C001,T002,Casual listener,US,4093,625,62,39,105,144
2026-06-26,C001,T002,Casual listener,Canada,1098,187,20,10,32,43
2026-06-26,C001,T002,Casual listener,Mexico,1465,221,21,12,36,47
2026-06-26,C001,T002,Existing fan,US,4376,780,119,63,216,132
2026-06-26,C001,T002,Existing fan,Canada,1509,276,47,24,66,44
2026-06-26,C001,T002,Existing fan,Mexico,1099,213,34,16,51,35
2026-06-26,C001,T002,Lapsed listener,US,4463,661,68,41,125,134
2026-06-26,C001,T002,Lapsed listener,Canada,1832,271,28,15,51,55
2026-06-26,C001,T002,Lapsed listener,Mexico,522,88,9,5,17,17
2026-06-24,C002,T015,New listener,US,5130,291,10,7,17,133
2026-06-24,C002,T015,New listener,Canada,2608,175,6,4,10,95
2026-06-24,C002,T015,New listener,Mexico,1856,108,4,2,6,53
2026-06-24,C002,T015,Casual listener,US,4686,358,19,12,29,165
2026-06-24,C002,T015,Casual listener,Canada,4312,309,16,10,26,149
2026-06-24,C002,T015,Casual listener,Mexico,1730,131,6,3,9,54
2026-06-24,C002,T015,Existing fan,US,11715,901,66,36,118,291
2026-06-24,C002,T015,Existing fan,Canada,1584,123,8,5,15,38
2026-06-24,C002,T015,Existing fan,Mexico,2870,268,17,12,34,84
2026-06-24,C002,T015,Lapsed listener,US,12118,871,49,27,82,344
2026-06-24,C002,T015,Lapsed listener,Canada,1836,134,7,3,11,52
2026-06-24,C002,T015,Lapsed listener,Mexico,1684,115,6,3,11,48
2026-06-25,C002,T015,New listener,US,7799,540,19,13,30,248
2026-06-25,C002,T015,New listener,Canada,2758,181,6,4,10,91
2026-06-25,C002,T015,New listener,Mexico,1656,110,4,2,6,55
2026-06-25,C002,T015,Casual listener,US,3530,225,12,7,17,94
2026-06-25,C002,T015,Casual listener,Canada,4287,298,15,9,24,126
2026-06-25,C002,T015,Casual listener,Mexico,2268,160,8,5,12,65
2026-06-25,C002,T015,Existing fan,US,4056,323,23,13,38,95
2026-06-25,C002,T015,Existing fan,Canada,2852,261,20,11,30,81
2026-06-25,C002,T015,Existing fan,Mexico,3482,273,18,10,33,81
2026-06-25,C002,T015,Lapsed listener,US,3902,276,14,8,24,125
2026-06-25,C002,T015,Lapsed listener,Canada,1946,156,8,4,13,61
2026-06-25,C002,T015,Lapsed listener,Mexico,3262,241,13,7,20,99
2026-06-26,C002,T015,New listener,US,10325,735,26,17,37,365
2026-06-26,C002,T015,New listener,Canada,3584,217,7,4,11,102
2026-06-26,C002,T015,New listener,Mexico,2478,168,6,4,9,78
2026-06-26,C002,T015,Casual listener,US,11874,801,38,24,65,379
2026-06-26,C002,T015,Casual listener,Canada,1655,107,4,3,9,48
2026-06-26,C002,T015,Casual listener,Mexico,2477,186,8,5,15,75
2026-06-26,C002,T015,Existing fan,US,5161,470,36,19,54,162
2026-06-26,C002,T015,Existing fan,Canada,1770,147,10,5,20,49
2026-06-26,C002,T015,Existing fan,Mexico,2177,193,14,8,23,62
2026-06-26,C002,T015,Lapsed listener,US,10610,852,43,26,85,365
2026-06-26,C002,T015,Lapsed listener,Canada,1149,87,4,2,8,37
2026-06-26,C002,T015,Lapsed listener,Mexico,1854,145,7,4,13,62
2026-06-27,C002,T015,New listener,US,8774,514,20,11,31,235
2026-06-27,C002,T015,New listener,Canada,1070,67,2,1,3,33
2026-06-27,C002,T015,New listener,Mexico,2855,199,8,4,10,93
2026-06-27,C002,T015,Casual listener,US,7914,630,31,18,55,277
2026-06-27,C002,T015,Casual listener,Canada,3793,259,12,8,21,118
2026-06-27,C002,T015,Casual listener,Mexico,1951,142,6,4,11,59
2026-06-27,C002,T015,Existing fan,US,7488,692,52,29,85,220
2026-06-27,C002,T015,Existing fan,Canada,3938,377,29,14,43,124
2026-06-27,C002,T015,Existing fan,Mexico,2454,233,16,9,30,69
2026-06-27,C002,T015,Lapsed listener,US,3506,248,13,7,22,99
2026-06-27,C002,T015,Lapsed listener,Canada,3506,243,13,6,22,97
2026-06-27,C002,T015,Lapsed listener,Mexico,1274,97,5,2,9,41
2026-06-28,C002,T015,New listener,US,6261,357,13,9,18,187
2026-06-28,C002,T015,New listener,Canada,963,68,2,1,3,36
2026-06-28,C002,T015,New listener,Mexico,2776,176,6,4,9,90
2026-06-28,C002,T015,Casual listener,US,4101,302,14,9,26,121
2026-06-28,C002,T015,Casual listener,Canada,1833,127,6,4,9,60
2026-06-28,C002,T015,Casual listener,Mexico,2859,188,9,6,14,75
2026-06-28,C002,T015,Existing fan,US,7247,639,42,29,75,224
2026-06-28,C002,T015,Existing fan,Canada,3717,324,25,12,40,98
2026-06-28,C002,T015,Existing fan,Mexico,1246,103,7,4,13,29
2026-06-28,C002,T015,Lapsed listener,US,7830,625,33,19,53,282
2026-06-28,C002,T015,Lapsed listener,Canada,3012,242,12,6,22,95
2026-06-28,C002,T015,Lapsed listener,Mexico,1364,101,5,2,9,42
2026-06-29,C002,T015,New listener,US,6550,465,17,11,23,238
2026-06-29,C002,T015,New listener,Canada,2074,118,4,2,6,58
2026-06-29,C002,T015,New listener,Mexico,2013,134,5,3,7,62
2026-06-29,C002,T015,Casual listener,US,4608,326,16,11,25,150
2026-06-29,C002,T015,Casual listener,Canada,3235,244,12,7,20,112
2026-06-29,C002,T015,Casual listener,Mexico,3173,245,11,7,20,99
2026-06-29,C002,T015,Existing fan,US,10874,855,66,38,99,275
2026-06-29,C002,T015,Existing fan,Canada,1719,143,10,5,16,46
2026-06-29,C002,T015,Existing fan,Mexico,1116,106,7,4,12,33
2026-06-29,C002,T015,Lapsed listener,US,10870,725,38,23,69,299
2026-06-29,C002,T015,Lapsed listener,Canada,920,72,3,1,6,27
2026-06-29,C002,T015,Lapsed listener,Mexico,991,81,3,2,6,33
2026-06-30,C002,T015,New listener,US,4482,305,12,7,16,166
2026-06-30,C002,T015,New listener,Canada,2706,171,7,4,8,93
2026-06-30,C002,T015,New listener,Mexico,2846,166,6,3,10,80
2026-06-30,C002,T015,Casual listener,US,4369,327,15,9,23,139
2026-06-30,C002,T015,Casual listener,Canada,3481,243,11,7,19,100
2026-06-30,C002,T015,Casual listener,Mexico,1464,115,5,3,9,50
2026-06-30,C002,T015,Existing fan,US,2797,227,15,9,27,75
2026-06-30,C002,T015,Existing fan,Canada,1108,90,5,3,11,30
2026-06-30,C002,T015,Existing fan,Mexico,943,74,5,2,9,24
2026-06-30,C002,T015,Lapsed listener,US,10704,818,44,23,72,320
2026-06-30,C002,T015,Lapsed listener,Canada,3370,234,11,6,23,106
2026-06-30,C002,T015,Lapsed listener,Mexico,1411,108,5,3,10,49
2026-07-01,C002,T015,New listener,US,7683,525,19,12,27,254
2026-07-01,C002,T015,New listener,Canada,3338,212,8,4,12,111
2026-07-01,C002,T015,New listener,Mexico,917,59,2,1,3,27
2026-07-01,C002,T015,Casual listener,US,5261,359,16,10,28,160
2026-07-01,C002,T015,Casual listener,Canada,1729,109,5,3,8,44
2026-07-01,C002,T015,Casual listener,Mexico,2938,220,11,6,19,94
2026-07-01,C002,T015,Existing fan,US,2701,218,14,9,28,73
2026-07-01,C002,T015,Existing fan,Canada,1970,178,13,7,20,54
2026-07-01,C002,T015,Existing fan,Mexico,1777,149,10,6,17,47
2026-07-01,C002,T015,Lapsed listener,US,9264,686,38,21,66,279
2026-07-01,C002,T015,Lapsed listener,Canada,1788,129,6,3,11,50
2026-07-01,C002,T015,Lapsed listener,Mexico,1692,127,6,3,11,50
2026-07-02,C002,T015,New listener,US,5444,338,14,8,19,174
2026-07-02,C002,T015,New listener,Canada,1973,134,5,3,7,66
2026-07-02,C002,T015,New listener,Mexico,1975,116,4,2,7,58
2026-07-02,C002,T015,Casual listener,US,3187,228,12,6,19,92
2026-07-02,C002,T015,Casual listener,Canada,849,59,3,1,4,23
2026-07-02,C002,T015,Casual listener,Mexico,2541,178,8,5,15,85
2026-07-02,C002,T015,Existing fan,US,8842,678,49,27,76,226
2026-07-02,C002,T015,Existing fan,Canada,3221,311,20,13,39,105
2026-07-02,C002,T015,Existing fan,Mexico,1337,105,7,4,12,33
2026-07-02,C002,T015,Lapsed listener,US,7084,499,25,14,44,213
2026-07-02,C002,T015,Lapsed listener,Canada,1832,130,7,3,13,56
2026-07-02,C002,T015,Lapsed listener,Mexico,792,53,2,1,4,20
2026-07-03,C002,T015,New listener,US,4522,260,10,6,14,141
2026-07-03,C002,T015,New listener,Canada,1208,84,3,1,5,43
2026-07-03,C002,T015,New listener,Mexico,2679,170,6,3,10,91
2026-07-03,C002,T015,Casual listener,US,9528,703,32,23,51,294
2026-07-03,C002,T015,Casual listener,Canada,1420,107,5,3,7,44
2026-07-03,C002,T015,Casual listener,Mexico,1513,109,5,3,8,47
2026-07-03,C002,T015,Existing fan,US,4122,382,28,14,49,118
2026-07-03,C002,T015,Existing fan,Canada,1218,104,8,4,13,36
2026-07-03,C002,T015,Existing fan,Mexico,2071,199,14,8,26,63
2026-07-03,C002,T015,Lapsed listener,US,5247,378,21,11,35,164
2026-07-03,C002,T015,Lapsed listener,Canada,1166,92,4,2,7,37
2026-07-03,C002,T015,Lapsed listener,Mexico,2011,157,8,4,13,61
2026-07-04,C002,T015,New listener,US,2327,164,6,4,8,74
2026-07-04,C002,T015,New listener,Canada,2581,163,6,3,8,78
2026-07-04,C002,T015,New listener,Mexico,955,62,2,1,3,30
2026-07-04,C002,T015,Casual listener,US,3309,248,12,8,19,110
2026-07-04,C002,T015,Casual listener,Canada,2369,155,7,4,11,64
2026-07-04,C002,T015,Casual listener,Mexico,1589,110,5,3,8,46
2026-07-04,C002,T015,Existing fan,US,8393,744,50,28,88,259
2026-07-04,C002,T015,Existing fan,Canada,2166,203,14,9,24,64
2026-07-04,C002,T015,Existing fan,Mexico,2691,213,14,9,24,65
2026-07-04,C002,T015,Lapsed listener,US,7187,597,30,18,54,255
2026-07-04,C002,T015,Lapsed listener,Canada,1788,127,6,4,11,58
2026-07-04,C002,T015,Lapsed listener,Mexico,1325,101,5,3,9,46
2026-07-05,C002,T015,New listener,US,7724,547,20,14,32,248
2026-07-05,C002,T015,New listener,Canada,2412,160,5,3,8,74
2026-07-05,C002,T015,New listener,Mexico,2033,139,4,3,7,67
2026-07-05,C002,T015,Casual listener,US,8264,647,34,19,47,314
2026-07-05,C002,T015,Casual listener,Canada,2933,213,11,6,16,97
2026-07-05,C002,T015,Casual listener,Mexico,1172,86,3,2,7,37
2026-07-05,C002,T015,Existing fan,US,6167,595,42,22,70,190
2026-07-05,C002,T015,Existing fan,Canada,2859,251,18,9,30,79
2026-07-05,C002,T015,Existing fan,Mexico,2588,234,15,10,28,71
2026-07-05,C002,T015,Lapsed listener,US,3222,218,12,6,19,91
2026-07-05,C002,T015,Lapsed listener,Canada,1588,119,6,3,11,49
2026-07-05,C002,T015,Lapsed listener,Mexico,839,59,3,1,5,25
2026-07-06,C002,T015,New listener,US,4036,285,11,6,16,137
2026-07-06,C002,T015,New listener,Canada,2407,171,6,4,8,87
2026-07-06,C002,T015,New listener,Mexico,2001,124,5,3,6,60
2026-07-06,C002,T015,Casual listener,US,2178,162,7,5,13,65
2026-07-06,C002,T015,Casual listener,Canada,1125,85,4,2,6,34
2026-07-06,C002,T015,Casual listener,Mexico,2187,156,7,4,12,70
